# UNIPROT	ENSEMBL
Q4KMZ1	ENSP00000442291
Q9BR26	ENSP00000279028
Q8N5J2	ENSP00000481304
Q14774	ENSP00000355870
Q96A70	ENSP00000362542
A8MQ27	ENSP00000430001
Q00994	ENSP00000354843
Q16637	ENSP00000305857
Q8TCJ0	ENSP00000342077
Q99788	ENSP00000401293
Q9NWF4	ENSP00000399979
A8MQ27	ENSP00000358815
P60520	ENSP00000037243
Q96A70	ENSP00000362539
Q969E2	ENSP00000316007
Q96A70	ENSP00000362540
O43557	ENSP00000245912
Q00994	ENSP00000361728
P11464	ENSP00000413041
Q8TCJ0	ENSP00000372274
Q00994	ENSP00000361718
Q8WWY3	ENSP00000483982
Q86V20	ENSP00000298784
P11464	ENSP00000472610
Q00994	ENSP00000361717
Q14147	ENSP00000331907
O43557	ENSP00000469049
Q86V20	ENSP00000298786
Q14525	ENSP00000251646
P98077	ENSP00000264554
Q8NET4	ENSP00000419786
Q8WWY3	ENSP00000481201
Q9P126	ENSP00000406338
Q9NRV9	ENSP00000014930
Q7Z5M5	ENSP00000352413
Q8TCJ0	ENSP00000276326
Q13435	ENSP00000318861
P11464	ENSP00000308970
Q8NET4	ENSP00000441452
Q8WUY9	ENSP00000265036
Q9Y2Y9	ENSP00000484904
Q86Y82	ENSP00000363054
P11464	ENSP00000244296
Q9P126	ENSP00000298527
Q8WX94	ENSP00000481452
Q8WX94	ENSP00000483353
Q8WUY9	ENSP00000389101
P54750	ENSP00000410309
Q9P126	ENSP00000327169
Q9H254	ENSP00000263373
Q8TCJ0	ENSP00000341345
P54750	ENSP00000386767
Q15468	ENSP00000353544
Q6PIJ6	ENSP00000342023
Q9H2D6	ENSP00000384312
Q13129	ENSP00000361857
P54750	ENSP00000387037
Q969E2	ENSP00000386865
A8MVS5	ENSP00000468568
Q86W10	ENSP00000334246
Q9H254	ENSP00000469242
Q86UF4	ENSP00000356888
O95260	ENSP00000358039
Q86UF4	ENSP00000356886
Q969E2	ENSP00000479083
Q0P641	ENSP00000343171
A8MVS5	ENSP00000380920
Q86UF4	ENSP00000356887
Q8NEG2	ENSP00000391652
Q6P1N9	ENSP00000276692
Q9NZD1	ENSP00000228887
Q6PRD1	ENSP00000484951
Q9NZD1	ENSP00000379624
Q16520	ENSP00000286639
Q15468	ENSP00000360944
Q6UX27	ENSP00000480547
Q9BZJ0	ENSP00000366557
Q6UX27	ENSP00000479198
Q6PIJ6	ENSP00000377895
Q9H2D6	ENSP00000383913
P46781	ENSP00000480135
Q8NEG2	ENSP00000335500
Q6P1N9	ENSP00000428336
Q8WVV9	ENSP00000390625
Q9H2D6	ENSP00000386026
P54750	ENSP00000309269
Q9C019	ENSP00000365884
P54750	ENSP00000350858
B6A8C7	ENSP00000479824
Q9C019	ENSP00000365878
Q9BZJ0	ENSP00000428436
Q9C0D3	ENSP00000294353
Q9BV35	ENSP00000264088
Q9BR39	ENSP00000362071
O95260	ENSP00000224652
Q9BZJ0	ENSP00000440733
Q6PIJ6	ENSP00000426410
Q8WWQ8	ENSP00000373539
Q8WVV9	ENSP00000387088
Q9BR39	ENSP00000344590
O95071	ENSP00000429084
O75175	ENSP00000483968
O60687	ENSP00000362095
Q08828	ENSP00000297323
O75175	ENSP00000483882
Q96HD9	ENSP00000255082
Q9BV35	ENSP00000301454
Q9NSD7	ENSP00000480733
A6NFX1	ENSP00000385527
Q8WVV9	ENSP00000386575
Q96EK6	ENSP00000216410
O95071	ENSP00000220959
O75175	ENSP00000484369
Q8WVV9	ENSP00000386695
Q5JNZ3	ENSP00000373151
Q9BV35	ENSP00000334537
Q9H254	ENSP00000375877
Q9Y689	ENSP00000394626
Q6PIJ6	ENSP00000296701
O15431	ENSP00000363329
Q9Y4C5	ENSP00000307911
H3BMG3	ENSP00000454370
P20749	ENSP00000164227
Q13045	ENSP00000324573
A8MPY1	ENSP00000420790
Q13045	ENSP00000438536
Q96S79	ENSP00000474230
O60258	ENSP00000431041
Q96PF1	ENSP00000389466
Q2HXU8	ENSP00000439561
A8MPY1	ENSP00000481321
Q9Y689	ENSP00000295087
Q8N336	ENSP00000265840
P49703	ENSP00000322628
Q9UPM9	ENSP00000261499
Q8N336	ENSP00000412257
Q9Y689	ENSP00000415950
Q2HXU8	ENSP00000379759
Q13601	ENSP00000229214
O60258	ENSP00000352414
Q13601	ENSP00000411740
Q2HXU8	ENSP00000344563
Q9UPM9	ENSP00000268841
Q09470	ENSP00000371985
Q9Y5M6	ENSP00000460371
P68032	ENSP00000290378
Q96GE9	ENSP00000350961
Q9UL68	ENSP00000382114
O15269	ENSP00000262554
Q9Y394	ENSP00000216500
Q8N283	ENSP00000347802
Q9UL68	ENSP00000384219
O75324	ENSP00000329287
P43268	ENSP00000321835
Q8IW00	ENSP00000331062
Q9GZV5	ENSP00000419465
Q9UL68	ENSP00000396103
Q9Y394	ENSP00000442993
Q8WWR8	ENSP00000478409
P43626	ENSP00000484559
P43268	ENSP00000377273
Q6UWQ7	ENSP00000395219
Q8IW00	ENSP00000298454
Q9GZV5	ENSP00000353847
Q7L591	ENSP00000325174
O95718	ENSP00000423004
Q6UWQ7	ENSP00000366922
O15269	ENSP00000337635
P43268	ENSP00000440023
Q9GZV5	ENSP00000419234
O14649	ENSP00000306275
O95718	ENSP00000370270
Q6UX27	ENSP00000483412
Q6UX27	ENSP00000479748
Q9Y5T5	ENSP00000382857
O95718	ENSP00000451658
P43268	ENSP00000465718
Q9BQ48	ENSP00000469581
Q9Y394	ENSP00000451882
Q7L591	ENSP00000366316
Q9BQ48	ENSP00000471820
P43268	ENSP00000468636
P27797	ENSP00000320866
O95718	ENSP00000422488
Q9NYW3	ENSP00000458498
Q9Y5T5	ENSP00000382858
Q8WWR8	ENSP00000482722
Q96L50	ENSP00000298288
Q7L591	ENSP00000349727
Q9Y5T5	ENSP00000334808
Q4G0F5	ENSP00000281187
Q9BQ48	ENSP00000252602
Q8WWR8	ENSP00000483726
P0C1Z6	ENSP00000480353
Q7Z2W4	ENSP00000242351
Q96Q11	ENSP00000251607
Q8WWY3	ENSP00000477787
Q9Y267	ENSP00000396283
B6A8C7	ENSP00000479374
Q4G0F5	ENSP00000434162
Q92629	ENSP00000429378
Q9HCM1	ENSP00000310338
P43268	ENSP00000443846
Q96Q11	ENSP00000342985
Q9Y267	ENSP00000273173
Q99784	ENSP00000277415
Q96Q11	ENSP00000280591
Q8WWY3	ENSP00000480726
Q14390	ENSP00000419751
Q7Z2W4	ENSP00000419855
Q13045	ENSP00000463534
Q92629	ENSP00000403003
Q96DC8	ENSP00000368517
Q96L50	ENSP00000315628
Q96C34	ENSP00000354622
Q92629	ENSP00000338343
Q9NYW2	ENSP00000461158
Q9Y5P1	ENSP00000485407
Q96Q11	ENSP00000415100
Q8WV15	ENSP00000364502
Q8N4X5	ENSP00000303042
Q9Y5P1	ENSP00000485415
Q96Q11	ENSP00000400394
Q8N4X5	ENSP00000358276
Q96Q11	ENSP00000385745
Q9BYC9	ENSP00000341082
P17509	ENSP00000420009
Q13505	ENSP00000476632
Q9UIR0	ENSP00000364132
Q9UIR0	ENSP00000443364
P46781	ENSP00000482023
P17509	ENSP00000225648
O60542	ENSP00000245810
Q9BYC9	ENSP00000460924
Q7Z404	ENSP00000482261
Q03188	ENSP00000273853
P46019	ENSP00000369274
P62829	ENSP00000377865
Q86YV5	ENSP00000481109
Q9Y6X8	ENSP00000314709
Q86XI2	ENSP00000348657
O95167	ENSP00000482015
Q86YV5	ENSP00000479068
Q86XI2	ENSP00000386569
P62829	ENSP00000420311
Q96I82	ENSP00000359219
O43933	ENSP00000410438
Q99784	ENSP00000252854
O14981	ENSP00000265990
Q86XI2	ENSP00000387007
P40394	ENSP00000420269
Q4ZHG4	ENSP00000297267
Q9NQU5	ENSP00000409465
Q99784	ENSP00000360861
P40394	ENSP00000209665
P50135	ENSP00000386940
Q15415	ENSP00000307155
Q99784	ENSP00000376717
Q8IYS5	ENSP00000484755
Q8IYS5	ENSP00000481647
Q8IYS5	ENSP00000484567
Q8TCB7	ENSP00000407613
Q92539	ENSP00000261596
Q9NQU5	ENSP00000453858
O60934	ENSP00000265433
Q99784	ENSP00000360858
P21953	ENSP00000358775
Q01629	ENSP00000382714
Q9NQU5	ENSP00000260404
P50135	ENSP00000333259
Q8IYS5	ENSP00000483090
Q8TCB7	ENSP00000373300
O43933	ENSP00000248633
Q8WTQ1	ENSP00000481976
Q08AF8	ENSP00000456138
Q03188	ENSP00000426078
P50135	ENSP00000280097
Q01629	ENSP00000484689
P50135	ENSP00000280096
Q9Y6X9	ENSP00000380763
Q76KP1	ENSP00000328277
P50135	ENSP00000419415
Q8TCB7	ENSP00000373299
Q6PKC3	ENSP00000283033
O75175	ENSP00000480258
O75175	ENSP00000478280
P13761	ENSP00000405960
Q9TQE0	ENSP00000405960
Q13522	ENSP00000257905
Q14449	ENSP00000263915
Q9H340	ENSP00000369568
Q9NQU5	ENSP00000439597
O75175	ENSP00000483450
Q6PKC3	ENSP00000349439
P43361	ENSP00000286482
Q96IP4	ENSP00000358769
Q9Y6X9	ENSP00000215862
Q7Z404	ENSP00000481281
Q7Z4T8	ENSP00000392582
Q9H0X4	ENSP00000382814
P43361	ENSP00000438293
Q8TE67	ENSP00000354551
P43361	ENSP00000443776
Q9H0X4	ENSP00000301679
Q96IP4	ENSP00000318298
A8MTT3	ENSP00000384331
Q49AR2	ENSP00000326879
Q7Z4T8	ENSP00000376548
A8MTT3	ENSP00000380254
A8MTT3	ENSP00000384813
Q96N66	ENSP00000478041
A8MTT3	ENSP00000383895
Q8WZ71	ENSP00000422431
Q8TE67	ENSP00000358820
Q96N66	ENSP00000481758
Q96N66	ENSP00000483526
A8MTT3	ENSP00000380403
P57054	ENSP00000353719
Q8TE67	ENSP00000355255
P23352	ENSP00000262648
O00567	ENSP00000370589
P21953	ENSP00000348880
O60927	ENSP00000414808
Q9H0X4	ENSP00000301678
P21953	ENSP00000318351
P25440	ENSP00000401791
P13761	ENSP00000481636
Q30KQ7	ENSP00000381703
P57054	ENSP00000382053
Q8N2C7	ENSP00000272845
Q969W9	ENSP00000345826
P57054	ENSP00000382054
P0C1Z6	ENSP00000484685
P25440	ENSP00000372588
O75027	ENSP00000253577
P62847	ENSP00000361435
Q5SWX8	ENSP00000395084
Q14872	ENSP00000362127
P16402	ENSP00000244534
Q4VC12	ENSP00000362003
Q4VC12	ENSP00000299432
Q969W9	ENSP00000379161
P57054	ENSP00000382049
P62847	ENSP00000354074
Q96NW7	ENSP00000035383
O75027	ENSP00000343849
Q5SWX8	ENSP00000287859
Q7Z4T8	ENSP00000411071
Q969W9	ENSP00000344014
Q9H2P0	ENSP00000360662
Q5SWX8	ENSP00000402029
Q7Z4T8	ENSP00000400106
Q969W9	ENSP00000379159
Q9H252	ENSP00000463830
Q8WWY3	ENSP00000483382
A6NJI9	ENSP00000384971
O75027	ENSP00000362492
Q9UGH3	ENSP00000344322
Q9UGH3	ENSP00000368637
P15509	ENSP00000370940
Q5T9S5	ENSP00000343377
Q9H252	ENSP00000464672
Q8NE65	ENSP00000311957
Q8TCG1	ENSP00000295746
Q5SWX8	ENSP00000356440
Q8WWY3	ENSP00000480725
P62847	ENSP00000414321
O75077	ENSP00000264377
Q9BQ83	ENSP00000333945
O60294	ENSP00000307214
Q969W9	ENSP00000265626
Q8TCG1	ENSP00000419487
Q8N2C7	ENSP00000391088
O75541	ENSP00000455648
P36915	ENSP00000409367
Q9BQ83	ENSP00000251303
P25440	ENSP00000410994
Q9C019	ENSP00000449617
Q15596	ENSP00000399968
P78357	ENSP00000264638
A6NCC3	ENSP00000423159
O00519	ENSP00000243167
A6NL82	ENSP00000334415
Q7Z4T8	ENSP00000479207
Q5SZK8	ENSP00000280481
Q8WX94	ENSP00000479459
Q9H252	ENSP00000463533
Q8WX94	ENSP00000483203
Q9H252	ENSP00000396900
Q5JST6	ENSP00000404232
P33897	ENSP00000218104
A6NKN8	ENSP00000426296
Q8NCU7	ENSP00000347712
P81534	ENSP00000320951
Q6ZV29	ENSP00000277531
Q9BX67	ENSP00000299106
Q6UX15	ENSP00000364764
P13929	ENSP00000324105
Q9H6L2	ENSP00000258173
P15509	ENSP00000370935
Q9H343	ENSP00000369559
Q96CH1	ENSP00000380283
P13631	ENSP00000388510
Q8TEM1	ENSP00000254508
Q6UX15	ENSP00000364765
Q9Y5L5	ENSP00000357412
Q13467	ENSP00000354607
Q9H2P0	ENSP00000342905
A6NDG6	ENSP00000330918
Q3KRB8	ENSP00000482099
P13631	ENSP00000343698
Q96CH1	ENSP00000297468
Q9Y5L5	ENSP00000376278
O75541	ENSP00000398089
Q6ZV29	ENSP00000384610
A6NMX2	ENSP00000427633
Q9H6L2	ENSP00000476267
Q9UBV2	ENSP00000337053
Q9H2P0	ENSP00000379346
P13631	ENSP00000444335
O75175	ENSP00000480585
Q8IXR9	ENSP00000329698
Q5VWC8	ENSP00000419503
O75175	ENSP00000484794
A6NMX2	ENSP00000323714
P56180	ENSP00000482040
Q9H2P0	ENSP00000379349
Q8IXR9	ENSP00000446101
Q9UBV2	ENSP00000450709
P15509	ENSP00000370920
Q9H2P0	ENSP00000483881
P29965	ENSP00000359663
O75175	ENSP00000481624
O95433	ENSP00000216479
Q5T9G4	ENSP00000362976
Q6UX15	ENSP00000392942
O95433	ENSP00000440108
Q86YH2	ENSP00000480958
Q8N6L0	ENSP00000404220
Q5T9G4	ENSP00000288065
Q9HCI7	ENSP00000311827
Q86YH2	ENSP00000481008
Q8N1C3	ENSP00000295452
Q96BZ8	ENSP00000477607
Q86WG3	ENSP00000390941
Q5T9G4	ENSP00000362973
Q9HCI7	ENSP00000387948
Q8ND90	ENSP00000318914
Q8IWA6	ENSP00000333374
Q96I99	ENSP00000419325
P56180	ENSP00000484403
Q9NZM1	ENSP00000351094
O43861	ENSP00000398076
Q8IYS5	ENSP00000479954
P15509	ENSP00000348058
Q6S5H5	ENSP00000448581
Q8IYS5	ENSP00000478216
P13929	ENSP00000430636
Q9NZM1	ENSP00000352208
P56180	ENSP00000482488
Q9BX67	ENSP00000395742
P15509	ENSP00000347606
P13929	ENSP00000431087
Q8IYS5	ENSP00000478099
O43861	ENSP00000304500
P56180	ENSP00000483087
Q9NZM1	ENSP00000360544
Q8IYU4	ENSP00000369531
Q9P218	ENSP00000351767
Q9NZM1	ENSP00000360543
Q86WG3	ENSP00000470842
Q96I99	ENSP00000307432
P15509	ENSP00000370911
Q8IYF3	ENSP00000363453
Q7Z5J4	ENSP00000323074
Q8IYS5	ENSP00000482997
Q9H4B0	ENSP00000264151
Q5TA50	ENSP00000343890
Q8IVM8	ENSP00000440206
Q9H4B0	ENSP00000428859
Q8IYF3	ENSP00000363440
Q9Y566	ENSP00000375689
Q8IYF3	ENSP00000379226
Q9H4B0	ENSP00000429697
O14668	ENSP00000367894
Q8IYF3	ENSP00000340995
P59942	ENSP00000373004
P08648	ENSP00000293379
Q12899	ENSP00000394421
Q8IYS5	ENSP00000481261
Q8IYS5	ENSP00000484323
Q8IYS5	ENSP00000480424
Q6S5H5	ENSP00000448062
A6NI47	ENSP00000448062
Q567U6	ENSP00000365477
Q6ZS81	ENSP00000354141
P15509	ENSP00000440491
P15509	ENSP00000394227
Q8NH59	ENSP00000300778
P15509	ENSP00000416437
Q9UH36	ENSP00000215917
P13631	ENSP00000377947
Q8IYS5	ENSP00000482359
Q9P218	ENSP00000414753
O14668	ENSP00000390332
P15421	ENSP00000351430
Q9NYW1	ENSP00000460247
P51965	ENSP00000303709
Q9UGF5	ENSP00000400501
O14668	ENSP00000419999
Q9BSV6	ENSP00000480422
Q12899	ENSP00000415755
Q8IVM8	ENSP00000279178
P51965	ENSP00000329113
Q12899	ENSP00000414248
P37088	ENSP00000353292
P15421	ENSP00000400698
Q9H339	ENSP00000300773
O14668	ENSP00000444278
O14668	ENSP00000443271
Q9BSV6	ENSP00000482527
Q02218	ENSP00000388084
Q9BY43	ENSP00000324205
P37088	ENSP00000228916
Q9UJ96	ENSP00000315654
P51965	ENSP00000411351
Q02218	ENSP00000392878
Q9NPI5	ENSP00000168977
Q15828	ENSP00000311313
P34913	ENSP00000430269
Q7L273	ENSP00000221200
Q2M1V0	ENSP00000386037
Q9BW11	ENSP00000416921
Q9BSV6	ENSP00000480503
Q9BW11	ENSP00000389716
Q9BY43	ENSP00000476412
Q02218	ENSP00000222673
P28066	ENSP00000271308
Q9NPI5	ENSP00000472581
Q2M1V0	ENSP00000311492
P30542	ENSP00000308549
O60869	ENSP00000360712
P20396	ENSP00000303452
Q9NXX6	ENSP00000358019
Q96NX9	ENSP00000362223
P30542	ENSP00000356205
Q8NB15	ENSP00000355251
O60869	ENSP00000224073
Q8TDD2	ENSP00000443827
Q9BW11	ENSP00000401867
Q96N66	ENSP00000482252
P30542	ENSP00000356204
O60869	ENSP00000360711
Q9NPI5	ENSP00000480091
Q8NB15	ENSP00000351929
Q9BSV6	ENSP00000480964
Q96N66	ENSP00000481544
Q96N66	ENSP00000481947
Q9BY43	ENSP00000451949
P62273	ENSP00000379339
Q8TDD2	ENSP00000302812
Q9BW11	ENSP00000421463
Q5JTV8	ENSP00000435365
Q9BSV6	ENSP00000479576
P37088	ENSP00000438739
O76036	ENSP00000480947
Q9NRD8	ENSP00000475084
Q8TDD2	ENSP00000441367
P30542	ENSP00000338435
Q53HL2	ENSP00000362146
O76036	ENSP00000479809
P62273	ENSP00000245458
O76036	ENSP00000484779
P54652	ENSP00000378199
P28066	ENSP00000440618
Q96NX9	ENSP00000362217
O76036	ENSP00000483840
O76096	ENSP00000420384
Q96NX9	ENSP00000420896
Q9HCH3	ENSP00000244751
P54652	ENSP00000247207
A6NEQ2	ENSP00000365295
Q53HL2	ENSP00000316121
Q7RTY7	ENSP00000326708
Q96NX9	ENSP00000421919
P00387	ENSP00000338461
P26572	ENSP00000332073
Q15035	ENSP00000182527
O00175	ENSP00000222902
P62273	ENSP00000479892
P26572	ENSP00000311888
Q96J86	ENSP00000299340
Q9Y566	ENSP00000293441
O00175	ENSP00000400533
Q9HCH3	ENSP00000376885
Q96J86	ENSP00000382918
Q5JTV8	ENSP00000476687
P26572	ENSP00000404718
P33552	ENSP00000364976
Q9NX55	ENSP00000384474
Q9Y566	ENSP00000351984
P00387	ENSP00000384834
P26572	ENSP00000402838
Q6UWD8	ENSP00000327506
P34913	ENSP00000430302
A8MTA8	ENSP00000382646
P00387	ENSP00000384457
Q9Y2K1	ENSP00000451000
A8MTA8	ENSP00000412746
P34913	ENSP00000369843
Q9NX55	ENSP00000401155
P15407	ENSP00000393302
P78536	ENSP00000309968
Q9Y2K1	ENSP00000351587
P00387	ENSP00000385679
Q8NFZ3	ENSP00000372325
Q8IZD6	ENSP00000358515
Q9H4I3	ENSP00000370295
Q8IZD6	ENSP00000358514
P00387	ENSP00000354468
Q6X4U4	ENSP00000304930
Q9H4I3	ENSP00000305664
Q9BSV6	ENSP00000477766
Q96EV2	ENSP00000287912
Q6ZUB1	ENSP00000322640
Q6X4U4	ENSP00000379889
Q9BSV6	ENSP00000484964
Q8NB59	ENSP00000355986
P22749	ENSP00000263863
Q9UK85	ENSP00000221498
Q8NB59	ENSP00000418901
Q9NXX6	ENSP00000358013
Q9H4I3	ENSP00000379171
P15407	ENSP00000310170
O76011	ENSP00000377570
Q99680	ENSP00000302676
Q8NFZ3	ENSP00000348169
P26572	ENSP00000377010
Q8NB59	ENSP00000445837
Q8NB59	ENSP00000355982
Q3LI62	ENSP00000372278
P24278	ENSP00000476746
Q5VT06	ENSP00000356579
Q8NFZ3	ENSP00000342535
P24278	ENSP00000378204
P22749	ENSP00000387116
Q8NB59	ENSP00000437423
Q9BWT3	ENSP00000238714
Q8N4G2	ENSP00000323847
Q14802	ENSP00000474438
Q9BXI3	ENSP00000235628
Q96E35	ENSP00000298585
Q8NFZ3	ENSP00000297967
Q15528	ENSP00000482438
Q7Z404	ENSP00000477941
P28328	ENSP00000349543
Q9P266	ENSP00000364526
Q15528	ENSP00000342343
P28328	ENSP00000428590
Q96NZ9	ENSP00000416126
Q15528	ENSP00000478773
Q6ZS81	ENSP00000320563
Q15323	ENSP00000251645
P28328	ENSP00000428638
Q15528	ENSP00000481493
P68106	ENSP00000370379
O95167	ENSP00000478119
P14060	ENSP00000358421
P48730	ENSP00000324464
P68106	ENSP00000370373
O95838	ENSP00000262441
Q96EV2	ENSP00000384160
Q92502	ENSP00000363727
Q14802	ENSP00000389770
Q9BZF2	ENSP00000007414
Q9UK41	ENSP00000434556
Q08AI8	ENSP00000385338
Q5T036	ENSP00000364561
Q14802	ENSP00000474851
Q7Z6W7	ENSP00000307197
Q9ULA0	ENSP00000273075
Q8IYI0	ENSP00000305875
P14060	ENSP00000432268
Q92502	ENSP00000363725
Q08AI8	ENSP00000302779
P63104	ENSP00000379287
P63104	ENSP00000379286
Q92502	ENSP00000252336
Q6P4F7	ENSP00000481011
Q08AI8	ENSP00000373586
Q14802	ENSP00000473929
Q12756	ENSP00000322791
Q8N431	ENSP00000354963
P46781	ENSP00000484394
P63104	ENSP00000309503
Q9UK41	ENSP00000434064
Q8N609	ENSP00000309402
P17036	ENSP00000399951
Q9BTT4	ENSP00000255764
P56748	ENSP00000382783
Q14802	ENSP00000474055
Q8N431	ENSP00000377037
Q96EV8	ENSP00000341680
P63104	ENSP00000430072
Q9Y4C8	ENSP00000442053
Q6P4F7	ENSP00000479117
Q6P4F7	ENSP00000480085
Q5BLP8	ENSP00000386528
Q9Y4C8	ENSP00000376344
Q86YS7	ENSP00000334229
P63104	ENSP00000379283
Q9Y664	ENSP00000337850
Q14802	ENSP00000474855
P17036	ENSP00000299667
Q8N431	ENSP00000429114
Q49AH0	ENSP00000367703
Q14802	ENSP00000474526
Q9Y4C8	ENSP00000261741
Q14802	ENSP00000474622
P63104	ENSP00000379281
Q14802	ENSP00000328259
Q14802	ENSP00000339499
Q9Y6I7	ENSP00000262394
Q14393	ENSP00000331831
Q9H7T0	ENSP00000478546
P63104	ENSP00000395114
Q92804	ENSP00000474096
Q49AH0	ENSP00000419395
P59827	ENSP00000364632
P11234	ENSP00000272519
Q96N66	ENSP00000481455
Q7Z412	ENSP00000331106
Q96N66	ENSP00000483839
Q96N66	ENSP00000478522
Q6ZNW5	ENSP00000452793
Q643R3	ENSP00000317300
Q12756	ENSP00000438388
P11234	ENSP00000414224
Q6ZNW5	ENSP00000368405
Q9BZF2	ENSP00000376295
Q8NGP4	ENSP00000312208
Q9Y6I7	ENSP00000327055
Q7Z412	ENSP00000382648
Q96EV8	ENSP00000344718
Q86YS7	ENSP00000388756
Q9BZF2	ENSP00000479827
Q7Z412	ENSP00000412441
A6NJG6	ENSP00000335578
P10912	ENSP00000230882
Q7Z412	ENSP00000482091
P62805	ENSP00000244537
Q86YS7	ENSP00000439392
Q86YS7	ENSP00000379345
Q86YS7	ENSP00000441951
O76036	ENSP00000484071
Q9H3K6	ENSP00000306752
Q30KQ9	ENSP00000377270
O76036	ENSP00000480010
O76036	ENSP00000482554
P31269	ENSP00000343619
O75019	ENSP00000251372
Q16659	ENSP00000261845
O76036	ENSP00000479388
Q30KQ9	ENSP00000360190
Q86YS7	ENSP00000443204
P17036	ENSP00000415358
Q99661	ENSP00000361298
P63104	ENSP00000379288
O75019	ENSP00000413715
P63104	ENSP00000398599
Q9UK41	ENSP00000366565
O15121	ENSP00000316476
Q9HCN6	ENSP00000480243
Q9UK41	ENSP00000292510
Q6N021	ENSP00000306705
P17036	ENSP00000306372
Q92794	ENSP00000265713
Q9HCN6	ENSP00000480178
Q8TCT1	ENSP00000311925
Q92794	ENSP00000385888
P24588	ENSP00000378207
Q8TCT1	ENSP00000427694
P24588	ENSP00000315615
Q99661	ENSP00000361291
O15121	ENSP00000375749
Q9UKQ9	ENSP00000250366
Q96HG1	ENSP00000328335
Q92794	ENSP00000380136
P11177	ENSP00000307241
Q15699	ENSP00000315417
Q12879	ENSP00000379818
P11177	ENSP00000373220
Q8TCT1	ENSP00000406909
Q96RW7	ENSP00000271588
Q9Y693	ENSP00000368908
P46781	ENSP00000478449
P11177	ENSP00000417267
Q9UKQ9	ENSP00000469417
Q12879	ENSP00000454998
P49848	ENSP00000389575
Q12879	ENSP00000332549
O60220	ENSP00000361993
Q9UKQ9	ENSP00000443289
Q99757	ENSP00000216185
P09917	ENSP00000484468
O94993	ENSP00000309343
P49848	ENSP00000416396
P00739	ENSP00000441828
Q6N021	ENSP00000369351
Q92804	ENSP00000474609
Q8N2K1	ENSP00000305826
Q6N021	ENSP00000265149
Q99757	ENSP00000385393
P49848	ENSP00000344537
P82251	ENSP00000464822
B6A8C7	ENSP00000478822
P78363	ENSP00000359245
Q6N021	ENSP00000442788
P49848	ENSP00000399982
O94993	ENSP00000265007
P82251	ENSP00000023064
Q86VZ4	ENSP00000239367
Q8N2K1	ENSP00000353653
P09917	ENSP00000479958
O14512	ENSP00000480736
P82251	ENSP00000468439
Q9HBM1	ENSP00000282074
Q8N2K1	ENSP00000383719
Q6SA08	ENSP00000339179
P62253	ENSP00000380178
Q6SA08	ENSP00000452054
P10912	ENSP00000478332
Q6UX27	ENSP00000482985
P10912	ENSP00000478291
Q6UX27	ENSP00000484886
Q9BU23	ENSP00000424381
P10912	ENSP00000482373
Q14296	ENSP00000324817
P00540	ENSP00000310722
Q6SA08	ENSP00000287913
Q8WWY3	ENSP00000483929
P10912	ENSP00000350335
P10912	ENSP00000479846
Q9BUN1	ENSP00000357922
P10912	ENSP00000442206
Q9BU23	ENSP00000216080
O76036	ENSP00000479525
Q9BWE0	ENSP00000417291
O76036	ENSP00000481235
O76036	ENSP00000483184
P0CE72	ENSP00000401365
Q99807	ENSP00000322316
Q9Y3V2	ENSP00000359221
O76036	ENSP00000480657
Q14296	ENSP00000297532
Q5GAN6	ENSP00000392996
Q99807	ENSP00000456734
Q14296	ENSP00000418516
O95096	ENSP00000366347
P0CE72	ENSP00000242104
Q5GAN6	ENSP00000333358
Q96BZ8	ENSP00000479538
Q8TDN6	ENSP00000338862
O95866	ENSP00000415282
Q9Y3V2	ENSP00000263893
Q15697	ENSP00000461502
Q15697	ENSP00000460397
O60381	ENSP00000420500
Q99807	ENSP00000442923
Q8TAS1	ENSP00000420270
P0C1Z6	ENSP00000482185
Q15697	ENSP00000339781
Q99828	ENSP00000333873
P30504	ENSP00000383244
Q9TNN7	ENSP00000383244
P30505	ENSP00000383244
Q07000	ENSP00000383244
Q95604	ENSP00000383244
Q8NBI2	ENSP00000294072
Q15697	ENSP00000268655
O95866	ENSP00000395279
O95866	ENSP00000388982
Q24JP5	ENSP00000405823
Q9BWE0	ENSP00000388287
P15153	ENSP00000249071
Q99075	ENSP00000230990
A0AVT1	ENSP00000313454
O14786	ENSP00000265371
O15260	ENSP00000361057
Q99828	ENSP00000479860
Q9H8H2	ENSP00000361232
O60381	ENSP00000222574
O95866	ENSP00000394082
Q8WWY3	ENSP00000480636
O15260	ENSP00000419853
Q9HD64	ENSP00000364750
Q9UBF8	ENSP00000357867
Q9H8H2	ENSP00000310539
Q8IYS5	ENSP00000478224
A0AVT1	ENSP00000399234
Q9BWE0	ENSP00000380451
Q8IYS5	ENSP00000480863
Q9BWE0	ENSP00000407714
Q8IYS5	ENSP00000484878
Q9H8H2	ENSP00000479697
Q24JP5	ENSP00000005286
P0C1Z6	ENSP00000477775
O60381	ENSP00000418738
Q8N9Q2	ENSP00000427401
O43295	ENSP00000373347
Q9H8H2	ENSP00000361226
Q8IYS5	ENSP00000482545
Q9NTW7	ENSP00000360573
O95866	ENSP00000416447
Q8NBI2	ENSP00000437390
O43295	ENSP00000353587
Q96NJ6	ENSP00000320347
Q9NTW7	ENSP00000360578
O43175	ENSP00000358417
O14786	ENSP00000363954
Q9BZG8	ENSP00000263083
